COD_DANE;COD_DEPARTAMENTO;DEPARTAMENTO;COD_MUNICIPIO;MUNICIPIO;FECHA1erFIS
68679;68;SANTANDER;679;SAN GIL;12/06/20
68682;68;SANTANDER;682;SAN JOAQUÍN;29/06/20
68684;68;SANTANDER;684;SAN JOSÉ DE MIRANDA;12/07/20
68689;68;SANTANDER;689;SAN VICENTE DE CHUCURÍ;3/06/20
68705;68;SANTANDER;705;SANTA BÁRBARA;6/08/20
68720;68;SANTANDER;720;SANTA HELENA DEL OPÓN;3/07/20
68755;68;SANTANDER;755;SOCORRO;12/05/20
68770;68;SANTANDER;770;SUAITA;8/06/20
68773;68;SANTANDER;773;SUCRE;20/07/20
68820;68;SANTANDER;820;TONA;19/07/20
68855;68;SANTANDER;855;VALLE DE SAN JOSÉ;5/07/20
68861;68;SANTANDER;861;VÉLEZ;5/07/20
68867;68;SANTANDER;867;VETAS;30/07/20
68872;68;SANTANDER;872;VILLANUEVA;5/05/20
68895;68;SANTANDER;895;ZAPATOCA;7/07/20
70001;70;SUCRE;001;SINCELEJO;20/03/20
70110;70;SUCRE;110;BUENAVISTA;19/05/20
70124;70;SUCRE;124;CAIMITO;4/06/20
70204;70;SUCRE;204;COLOSO;4/06/20
70215;70;SUCRE;215;COROZAL;18/05/20
70221;70;SUCRE;221;COVEÑAS;12/06/20
70230;70;SUCRE;230;CHALÁN;10/06/20
70233;70;SUCRE;233;EL ROBLE;8/06/20
70235;70;SUCRE;235;GALERAS;8/06/20
70265;70;SUCRE;265;GUARANDA;6/06/20
70400;70;SUCRE;400;LA UNIÓN;3/06/20
70418;70;SUCRE;418;LOS PALMITOS;7/05/20
70429;70;SUCRE;429;MAJAGUAL;5/06/20
70473;70;SUCRE;473;MORROA;10/05/20
70508;70;SUCRE;508;OVEJAS;13/06/20
70523;70;SUCRE;523;PALMITO;3/06/20
70670;70;SUCRE;670;SAMPUÉS;26/05/20
70678;70;SUCRE;678;SAN BENITO ABAD;15/06/20
70702;70;SUCRE;702;SAN JUAN DE BETULIA;28/05/20
70708;70;SUCRE;708;SAN MARCOS;25/05/20
70713;70;SUCRE;713;SAN ONOFRE;16/05/20
70717;70;SUCRE;717;SAN PEDRO;29/05/20
70742;70;SUCRE;742;SAN LUIS DE SINCÉ;8/05/20
70771;70;SUCRE;771;SUCRE;27/05/20
70820;70;SUCRE;820;SANTIAGO DE TOLÚ;2/06/20
70823;70;SUCRE;823;TOLÚ VIEJO;4/06/20
73001;73;TOLIMA;001;IBAGUÉ;10/03/20
73024;73;TOLIMA;024;ALPUJARRA;4/07/20
73026;73;TOLIMA;026;ALVARADO;27/07/20
73030;73;TOLIMA;030;AMBALEMA;18/07/20
73043;73;TOLIMA;043;ANZOÁTEGUI;30/06/20
73055;73;TOLIMA;055;ARMERO;23/07/20
73067;73;TOLIMA;067;ATACO;18/08/20
73124;73;TOLIMA;124;CAJAMARCA;20/07/20
73148;73;TOLIMA;148;CARMEN DE APICALÁ;21/07/20
73152;73;TOLIMA;152;CASABIANCA;2/07/20
73168;73;TOLIMA;168;CHAPARRAL;5/06/20
73200;73;TOLIMA;200;COELLO;1/08/20
73217;73;TOLIMA;217;COYAIMA;6/06/20
73226;73;TOLIMA;226;CUNDAY;25/07/20
73236;73;TOLIMA;236;DOLORES;6/07/20
73268;73;TOLIMA;268;ESPINAL;27/03/20
73275;73;TOLIMA;275;FLANDES;7/05/20
73283;73;TOLIMA;283;FRESNO;7/06/20
73319;73;TOLIMA;319;GUAMO;14/04/20
73347;73;TOLIMA;347;HERVEO;1/07/20
73349;73;TOLIMA;349;HONDA;8/05/20
73352;73;TOLIMA;352;ICONONZO;8/07/20
73408;73;TOLIMA;408;LÉRIDA;19/06/20
73411;73;TOLIMA;411;LÍBANO;11/05/20
73443;73;TOLIMA;443;SAN SEBASTIÁN DE MARIQUITA;16/05/20
73449;73;TOLIMA;449;MELGAR;3/03/20
73483;73;TOLIMA;483;NATAGAIMA;8/06/20
73504;73;TOLIMA;504;ORTEGA;8/07/20
73520;73;TOLIMA;520;PALOCABILDO;25/07/20
73547;73;TOLIMA;547;PIEDRAS;7/05/20
73555;73;TOLIMA;555;PLANADAS;23/04/20
73563;73;TOLIMA;563;PRADO;22/07/20
73585;73;TOLIMA;585;PURIFICACIÓN;16/07/20
73616;73;TOLIMA;616;RIOBLANCO;3/07/20
73624;73;TOLIMA;624;ROVIRA;30/04/20
73671;73;TOLIMA;671;SALDAÑA;4/07/20
73675;73;TOLIMA;675;SAN ANTONIO;10/06/20
73678;73;TOLIMA;678;SAN LUIS;3/05/20
73770;73;TOLIMA;770;SUÁREZ;24/07/20
73854;73;TOLIMA;854;VALLE DE SAN JUAN;18/07/20
73861;73;TOLIMA;861;VENADILLO;19/07/20
73870;73;TOLIMA;870;VILLAHERMOSA;15/08/20
73873;73;TOLIMA;873;VILLARRICA;10/06/20
76001;76;VALLE DEL CAUCA;001;CALI;2/03/20
76020;76;VALLE DEL CAUCA;020;ALCALÁ;22/04/20
76036;76;VALLE DEL CAUCA;036;ANDALUCÍA;28/03/20
76041;76;VALLE DEL CAUCA;041;ANSERMANUEVO;2/06/20
76054;76;VALLE DEL CAUCA;054;ARGELIA;7/05/20
76100;76;VALLE DEL CAUCA;100;BOLÍVAR;16/07/20
76111;76;VALLE DEL CAUCA;111;GUADALAJARA DE BUGA;1/03/20
76113;76;VALLE DEL CAUCA;113;BUGALAGRANDE;1/04/20
76122;76;VALLE DEL CAUCA;122;CAICEDONIA;10/06/20
76126;76;VALLE DEL CAUCA;126;CALIMA;15/03/20
76130;76;VALLE DEL CAUCA;130;CANDELARIA;23/03/20
76147;76;VALLE DEL CAUCA;147;CARTAGO;7/03/20
76233;76;VALLE DEL CAUCA;233;DAGUA;2/04/20
76243;76;VALLE DEL CAUCA;243;EL ÁGUILA;17/06/20
76246;76;VALLE DEL CAUCA;246;EL CAIRO;25/05/20
76248;76;VALLE DEL CAUCA;248;EL CERRITO;25/03/20
76250;76;VALLE DEL CAUCA;250;EL DOVIO;12/03/20
76275;76;VALLE DEL CAUCA;275;FLORIDA;30/03/20
76306;76;VALLE DEL CAUCA;306;GINEBRA;26/03/20
76318;76;VALLE DEL CAUCA;318;GUACARÍ;26/03/20
76364;76;VALLE DEL CAUCA;364;JAMUNDÍ;22/03/20
76377;76;VALLE DEL CAUCA;377;LA CUMBRE;6/04/20
76400;76;VALLE DEL CAUCA;400;LA UNIÓN;12/03/20
76403;76;VALLE DEL CAUCA;403;LA VICTORIA;6/07/20
76497;76;VALLE DEL CAUCA;497;OBANDO;21/05/20
76520;76;VALLE DEL CAUCA;520;PALMIRA;7/03/20
76563;76;VALLE DEL CAUCA;563;PRADERA;1/05/20
76606;76;VALLE DEL CAUCA;606;RESTREPO;27/04/20
76616;76;VALLE DEL CAUCA;616;RIOFRÍO;28/07/20
76622;76;VALLE DEL CAUCA;622;ROLDANILLO;27/04/20
76670;76;VALLE DEL CAUCA;670;SAN PEDRO;10/03/20
76736;76;VALLE DEL CAUCA;736;SEVILLA;29/05/20
76823;76;VALLE DEL CAUCA;823;TORO;12/07/20
76828;76;VALLE DEL CAUCA;828;TRUJILLO;16/03/20
76834;76;VALLE DEL CAUCA;834;TULUÁ;9/03/20
76845;76;VALLE DEL CAUCA;845;ULLOA;20/03/20
76863;76;VALLE DEL CAUCA;863;VERSALLES;28/06/20
76869;76;VALLE DEL CAUCA;869;VIJES;13/04/20
76890;76;VALLE DEL CAUCA;890;YOTOCO;2/04/20
76892;76;VALLE DEL CAUCA;892;YUMBO;8/03/20
76895;76;VALLE DEL CAUCA;895;ZARZAL;10/06/20
97001;97;VAUPÉS;001;MITÚ;7/05/20
97161;97;VAUPÉS;161;CARURÚ;27/08/20
97666;97;VAUPÉS;666;TARAIRA;12/06/20
97889;97;VAUPÉS;889;YAVARATÉ;26/05/20
99001;99;VICHADA;001;PUERTO CARREÑO;29/05/20
99524;99;VICHADA;524;LA PRIMAVERA;15/07/20
99773;99;VICHADA;773;CUMARIBO;31/07/20
